Participant,Total duration of fixation in AOI-DA,Share of Total Time (%)- DA,Total duration of fixation in AOI- Original,Share of Total Time (%)- Original,Average duration of fixation in AOI- DA,Average duration of fixation in AOI-Original,Number of fixations in AOI- DA,Number of fixations in AOI-Original,Time to first fixation in AOI-DA,Time to first fixation in AOI-Original,Duration of first fixation in AOI-DA,Duration of first fixation in AOI-Original,Total duration of Visit-DA,Total duration of Visit-Original,Average duration of Visit-DA,Average duration of Visit-Original,Number of Visits-DA,Number of Visits-Original,Label
3,1.239299,0.255220394,4.157581,0.856209408,0.24786,1.38586,5,3,56.237443,56.837096,0.219879,1.579078,1.239299,4.157581,0.24786,1.38586,5,3,5
3,3.677879,0.757419904,10.014196,2.062316724,0.459735,0.910381,8,11,74.886608,75.466276,0.179911,0.219878,3.757843,10.294057,0.751569,1.715676,5,6,5
3,3.138173,0.646273217,9.994162,2.058190935,0.627635,0.90856,5,11,112.544745,109.046794,0.539686,0.219847,3.178154,10.274022,1.059385,2.054804,3,5,5
3,2.6385,0.543370898,10.313973,2.124052595,0.329812,0.859498,8,12,137.190415,138.089907,0.199893,0.799516,2.758395,10.793724,0.689599,3.597908,4,3,1
3,2.118762,0.436336407,5.97652,1.23080047,0.423752,0.853789,5,7,159.277562,159.957179,0.159929,0.619633,2.158744,6.156416,0.719581,1.539104,3,4,1
3,3.258077,0.670966165,15.611029,3.214924711,0.40726,0.918296,8,17,180.225388,180.585178,0.279829,0.499705,3.338013,15.730833,0.556336,1.430076,6,11,5
3,0.459725,0.094675454,3.89777,0.802704107,0.459725,0.649628,1,6,212.966312,211.347252,0.459725,0.319824,0.459725,3.917754,0.459725,0.783551,1,5,5
3,4.097607,0.843858403,12.172905,2.506879789,0.585372,0.676272,7,18,226.31854,226.95816,0.579653,0.339805,4.097607,12.472762,0.585372,2.494552,7,5,4
3,1.219257,0.251092959,9.094829,1.872982908,0.243851,0.826803,5,11,253.742545,253.942427,0.179882,0.519702,1.239239,9.274604,0.30981,3.091535,4,3,1
3,1.659016,0.341656628,8.834849,1.819442803,0.414754,0.679604,4,13,274.090688,274.950182,0.579637,0.319794,1.659016,9.074713,0.414754,1.512452,4,6,2
3,1.49913,0.308729814,6.756072,1.39134088,0.374782,0.750675,4,9,296.557564,297.157201,0.299826,0.49972,1.519114,7.095889,0.506371,2.365296,3,3,1
3,2.398625,0.493971204,7.715508,1.588926478,0.599656,0.593501,4,13,312.947987,313.627603,0.619651,0.379775,2.398625,7.955375,0.599656,1.325896,4,6,5
3,1.918873,0.395171403,8.015293,1.650663997,0.383775,1.603059,5,5,333.915746,334.5154,0.339796,1.299235,1.958856,8.175221,0.652952,4.08761,3,2,5
3,3.198154,0.658625663,1.559077,0.321075259,0.639631,0.519692,5,3,355.243287,356.002851,0.699585,0.779532,3.278105,1.579061,1.092702,0.78953,3,2,1
3,1.359233,0.279919521,6.736019,1.387211178,0.271847,0.748447,5,9,370.314473,370.674268,0.299826,1.03939,1.419181,6.895949,0.47306,3.447974,3,2,1
3,2.478553,0.510431522,2.718425,0.559830598,0.619638,0.906142,4,3,387.164619,388.383905,1.159322,0.359795,2.478553,2.718425,0.619638,0.906142,4,3,1
3,1.838921,0.378706142,7.115864,1.4654362,0.45973,0.889483,4,8,401.896,402.195824,0.259858,0.599652,1.858905,7.45564,0.619635,3.72782,3,2,5
3,1.738956,0.358119418,10.973644,2.259904793,0.434739,0.997604,4,11,418.526269,418.886074,0.319807,0.239845,1.758956,11.273395,0.586319,3.757798,3,3,5
4,3.977699,0.586329231,19.448823,2.866836691,0.331475,0.748032,12,26,75.215114,77.573786,0.399789,0.299812,3.997684,20.088448,0.363426,2.008845,11,10,4
4,6.816059,1.004715197,23.166729,3.414871363,0.619642,1.362749,11,17,112.973477,113.972901,0.159913,0.819529,7.035939,23.706418,1.005134,2.370642,7,10,4
4,4.417465,0.651152553,16.750424,2.469081554,0.631066,0.985319,7,17,154.109869,155.209226,0.219863,1.119356,4.59736,17.1302,0.919472,2.855033,5,6,3
4,,,,,,,,,,,,,,,,,,,4
4,6.196455,0.913383013,13.292394,1.959353676,0.774557,1.022492,8,13,183.612907,184.552368,0.299825,1.539114,6.336387,13.592187,1.056064,2.265364,6,6,4
4,6.09646,0.898643338,29.942806,4.413693049,0.381029,0.831745,16,36,210.517411,210.877217,0.159926,0.139929,6.356335,31.062134,0.635634,2.82383,10,11,4
4,5.077103,0.748385913,16.590533,2.445512962,0.461555,0.663621,11,25,256.770765,257.710254,0.199894,0.319794,5.336961,17.389944,0.889494,1.932216,6,9,4
4,2.218713,0.327047443,14.371761,2.118456821,0.369786,0.798431,6,18,287.692951,289.192095,0.439753,0.899463,2.218713,14.811421,0.369786,2.115917,6,7,4
4,6.376353,0.93990072,12.372889,1.823814848,0.637635,0.687383,10,18,312.338728,313.29817,0.199879,0.679615,6.556246,12.672701,0.819531,1.26727,8,10,4
4,5.896566,0.869178138,12.412846,1.829704674,0.393104,0.653308,15,19,339.982763,340.84226,0.359792,0.179912,6.176403,12.732683,0.686267,1.157517,9,11,4
4,7.295772,1.075426871,20.468282,3.017109151,0.364789,0.758085,20,27,375.022485,374.742656,0.159926,0.219877,7.89544,21.447623,1.315907,2.680953,6,8,1
4,5.836662,0.860348041,8.914815,1.314080484,0.389111,0.742901,15,12,411.621301,413.740098,0.159926,0.279827,6.476287,9.334603,1.295257,1.555767,5,6,4
4,6.036544,0.889811472,14.271704,2.103708007,0.603654,0.792872,10,18,434.867847,437.426368,0.099948,0.759564,6.496267,14.971295,1.299253,2.138756,5,7,2
4,7.155924,1.054812699,31.181936,4.596345919,0.650539,0.742427,11,42,463.711126,464.010968,0.25986,0.299825,7.6356,33.100821,1.2726,2.758402,6,12,3
4,2.518503,0.371237725,10.034187,1.479080531,0.359786,1.003419,7,10,511.143616,512.302954,0.159897,0.259844,2.718398,10.314002,0.54368,2.5785,5,4,4
4,5.296923,0.780788288,14.931418,2.200952571,0.481538,0.574285,11,26,531.651715,536.269023,0.139916,0.319824,5.476806,16.310571,0.608534,2.038821,9,8,1
4,2.37864,0.350621342,9.414521,1.387739208,0.39644,0.724194,6,13,564.83241,566.071714,0.119931,0.319795,2.578507,9.954224,0.859502,1.990845,3,5,4
4,2.798368,0.41249098,11.513408,1.697123805,0.399767,0.719588,7,16,584.161192,585.360496,0.219876,0.159987,3.158142,12.192907,1.052714,4.064302,3,3,5
4,6.656109,0.981137908,12.392809,1.826751138,0.605101,0.590134,11,21,607.30773,608.267156,0.199864,0.219879,6.935962,13.31226,2.311987,3.328065,3,4,4
4,2.578494,0.380080646,14.051822,2.071296494,0.429749,1.170985,6,12,634.292011,634.012183,0.139913,0.23986,2.598476,14.391612,0.519695,2.398602,5,6,4
4,5.776611,0.851496276,6.995888,1.031222733,0.641846,0.582991,9,12,8.984765,9.204642,0.17988,0.179881,5.956523,7.335694,1.191305,1.047956,5,7,2
4,4.097636,0.60400844,13.532299,1.994716662,0.372512,0.615104,11,22,29.972546,29.812633,0.139929,0.139916,4.417446,14.111798,0.736241,1.763975,6,8,2
4,2.298641,0.33882916,7.69548,1.134345478,0.383107,0.769548,6,10,55.697562,55.277822,1.179321,0.359775,2.358608,7.975325,0.589652,1.993831,4,4,4
4,5.816563,0.857385366,10.573857,1.558630114,0.72707,1.321732,8,8,70.728803,72.267901,0.199878,1.099371,5.85656,10.653809,0.976093,2.130762,6,5,4
4,3.857749,0.568648107,12.133018,1.788456874,0.642958,0.713707,6,17,95.054603,97.453213,0.119928,0.379773,4.037634,12.492726,1.009408,1.561591,4,8,4
4,2.658439,0.391864868,11.513222,1.697096388,0.66461,0.500575,4,23,120.11997,122.358679,1.519112,0.29981,2.658439,12.032936,0.66461,1.336993,4,9,1
4,2.758401,0.406599679,12.212909,1.800233136,0.3448,0.763307,8,16,143.606253,144.545697,0.11993,0.179895,2.838347,12.6726,0.709587,2.1121,4,6,1
4,2.898327,0.427225349,27.02416,3.983472596,0.579665,0.675604,5,40,166.33296,167.412333,0.939459,1.778956,2.99826,27.8037,0.749565,1.208857,4,23,4
4,2.138745,0.31525983,9.79431,1.443721673,0.305535,0.612144,7,16,205.550019,206.689343,0.159896,0.559687,2.298645,9.994143,0.383108,1.427735,6,7,4
4,2.738379,0.403648354,11.473272,1.691207593,0.391197,0.819519,7,14,225.278465,226.23791,0.119932,0.579639,2.93824,11.633161,0.73456,1.292573,4,9,4
4,1.239288,0.18267616,9.594356,1.414247629,0.247858,0.872214,5,11,246.545994,247.245593,0.199895,0.11993,1.299254,9.874227,0.433085,2.468557,3,4,1
4,3.577919,0.527400011,13.831913,2.038881001,0.357792,0.691596,10,20,264.315587,263.955794,0.219877,0.319823,3.837743,14.491515,0.639624,1.811439,6,8,1
4,2.238687,0.329991693,9.494359,1.399507659,0.373114,0.730335,6,13,288.68129,288.50141,0.719583,0.159896,2.258669,9.614337,0.451734,1.201792,5,8,1
4,2.578505,0.380082267,8.575058,1.263998901,0.322313,0.571671,8,15,307.110483,308.78951,0.239861,0.399758,2.698431,8.974719,0.674608,2.24368,4,4,4
4,2.038854,0.300535485,10.134054,1.493801339,0.291265,0.723861,7,14,325.039958,326.459122,0.179896,0.539689,2.158736,10.413893,1.079368,1.735649,2,6,4
4,0.679588,0.100174073,7.095958,1.045973464,0.226529,0.78844,3,9,347.346877,348.266323,0.1399,1.079374,0.699585,7.17583,0.349792,1.195972,2,6,2
4,2.498523,0.368292591,7.895324,1.163803307,0.249852,0.717757,10,11,361.078801,361.878317,0.17988,0.279844,2.818318,8.175192,0.939439,2.043798,3,4,1
4,1.419123,0.209184581,7.255737,1.069525547,0.23652,0.806193,6,9,378.128779,377.88892,0.599651,0.199879,1.419123,7.335691,0.23652,1.222615,6,6,1
4,2.338643,0.34472562,9.174614,1.352375928,0.467729,0.917461,5,10,393.659629,395.958292,0.319825,0.639618,2.418595,9.494424,1.209298,3.164808,2,3,4
4,2.718424,0.400706905,14.891325,2.195042697,0.453071,1.063666,6,14,411.828948,413.028253,0.219879,0.279827,2.778387,15.151127,0.926129,2.164447,3,7,4
5,2.878394,0.452232659,18.909543,2.970932025,0.575679,0.556163,5,34,15.501398,7.36593,0.199894,0.439753,2.898391,19.908982,0.724598,1.53146,4,13,5
5,3.47809,0.546452602,12.792934,2.009934207,0.347809,0.609187,10,21,45.964513,46.564195,0.159912,0.119931,3.67797,13.472522,0.612995,1.924646,6,7,5
5,2.758429,0.433384617,21.248193,3.338363971,0.551686,0.607091,5,35,84.683057,78.18665,0.899493,0.219876,2.758429,22.187697,0.551686,1.305159,5,17,5
5,4.957285,0.778853131,19.149472,3.008627952,0.708184,0.765979,7,25,122.682004,112.827466,0.579683,0.259847,5.117209,20.008947,1.023442,2.000895,5,10,5
5,0.939491,0.1476061,10.434319,1.639365503,0.939491,0.336591,1,31,166.017991,146.628742,0.939491,0.33981,0.939491,11.11388,0.939491,0.793849,1,14,5
5,0.77955,0.122477315,13.512546,2.122994493,0.194888,0.900836,4,15,186.346727,176.871983,0.179898,0.339808,0.819545,13.972254,0.409772,2.328709,2,6,5
5,4.937265,0.775707732,13.612457,2.138691794,0.822878,0.567186,6,24,212.252368,198.420038,0.619666,0.239862,4.957265,14.152105,0.991453,1.179342,5,12,5
5,2.958349,0.464794616,12.27318,1.92827418,0.59167,0.584437,5,21,240.976449,228.723243,0.319823,0.23986,3.198225,13.072737,1.066075,1.867534,3,7,5
5,1.519158,0.23867923,16.750699,2.631749911,0.303832,0.697946,5,24,259.386237,253.169686,0.099947,0.33981,1.519158,17.650185,0.303832,2.206273,5,8,4
5,1.699025,0.266938645,15.671225,2.462150684,0.424756,0.921837,4,17,298.98426,282.633331,0.479722,0.179912,1.759005,16.570776,0.879502,5.523592,2,3,5
5,1.838961,0.288924387,11.453674,1.799519264,0.306494,0.545413,6,21,314.45568,308.518956,0.539689,0.139931,1.91891,12.513067,0.639637,4.171022,3,3,1
5,3.518045,0.552730045,22.207645,3.489106201,0.586341,1.233758,6,18,342.140291,342.300204,0.119932,0.199879,3.538041,22.847275,0.707608,4.569455,5,5,4
5,2.978318,0.467932003,23.386949,3.674390003,1.489159,1.299275,2,18,403.166382,380.199144,1.319247,0.199895,2.978318,24.226504,1.489159,6.056626,2,4,4
5,1.619107,0.254382501,17.690157,2.779350826,0.539702,0.589672,3,30,426.09362,414.999799,0.099946,0.099947,1.619107,18.689558,0.539702,1.699051,3,11,5
5,1.958918,0.307771173,14.1121,2.217192125,0.48973,0.672005,4,21,455.517239,443.22408,0.639647,0.179897,1.9789,14.87171,0.659633,1.487171,3,10,5
5,0.539702,0.084794115,10.873876,1.708425553,0.269851,0.572309,2,19,483.421696,470.24903,0.219876,0.079964,0.559686,11.593511,0.559686,1.932252,1,6,1
5,1.23933,0.194714657,15.031731,2.361677965,0.41311,0.578144,3,26,506.868625,490.217917,0.079963,0.199878,1.319294,15.891177,0.659647,2.270168,2,7,5
5,1.499213,0.235545614,11.293717,1.774387965,0.374803,0.627429,4,18,526.37774,514.564352,0.179913,0.199879,1.539178,11.973318,0.513059,2.394664,3,5,5
5,1.739008,0.273220488,14.272023,2.242318082,0.347802,0.67962,5,21,543.628132,532.474345,0.179897,0.199894,1.779002,15.13155,0.593001,2.16165,3,7,5
5,1.319301,0.207279128,12.612922,1.98165201,0.329825,0.741937,4,17,555.261625,555.461518,0.15993,0.119932,1.339283,13.492458,0.446428,3.373114,3,4,5
5,0.939488,0.147605629,10.474144,1.645622522,0.187898,0.581897,5,18,20.018814,7.006089,0.239876,0.279845,0.999454,11.95332,0.333151,2.390664,3,5,1
5,4.517477,0.709753646,8.195436,1.287608234,0.564685,0.630418,8,13,36.04986,25.875542,0.159925,0.339809,4.857284,8.75512,4.857284,2.18878,1,4,1
5,1.898887,0.298339532,12.672929,1.991079881,0.316481,0.792058,6,16,58.557279,44.984871,0.199879,0.23986,1.918886,13.192652,0.383777,3.298163,5,4,4
5,2.918391,0.458516702,16.850608,2.647446898,1.459196,0.80241,2,21,85.122412,65.553362,0.97946,0.379792,2.938373,17.850027,2.938373,4.462507,1,4,4
5,1.099387,0.172727815,10.254198,1.611066181,0.274847,0.640887,4,16,103.412183,92.098514,0.11993,0.259857,1.139353,10.933888,0.569676,2.733472,2,4,5
5,0.659648,0.103639171,12.952774,2.035047124,0.329824,0.996367,2,13,129.537561,114.585938,0.49972,0.219876,0.659648,13.492444,0.329824,4.497481,2,3,1
5,0.939475,0.147603586,15.731275,2.47158531,0.939475,0.42517,1,37,153.684043,133.995076,0.939475,0.159897,0.939475,17.909994,0.939475,2.984999,1,6,1
5,5.576887,0.876200561,9.034936,1.419504464,1.115377,0.602329,5,15,162.619027,158.681244,0.399788,0.239863,5.596873,9.354739,1.399218,1.336391,4,7,4
5,2.338685,0.367437445,10.833962,1.702154551,0.584671,0.637292,4,17,184.466801,178.929896,0.079962,0.159913,2.338685,11.513564,0.584671,3.837855,4,3,4
5,1.379232,0.216695058,9.834515,1.545128593,0.689616,0.894047,2,11,214.989682,204.415611,0.879512,0.219878,1.399216,10.014385,1.399216,2.503596,1,4,5
5,1.119404,0.175872743,8.655173,1.359838821,0.559702,0.665783,2,13,227.962394,224.624281,0.279859,0.599667,1.119404,9.094913,0.559702,2.273728,2,4,1
5,1.019438,0.160166801,6.556273,1.030074678,0.509719,0.504329,2,13,252.168812,239.276063,0.199894,0.179882,1.059418,6.916114,1.059418,1.729028,1,4,1
5,2.738446,0.430245031,14.252142,2.239194522,0.684612,0.491453,4,29,276.874947,262.043284,0.559701,0.219877,2.75843,15.631268,0.919477,2.605211,3,6,5
5,1.838964,0.288924859,12.592931,1.978511168,0.459741,0.524705,4,24,298.682693,284.930434,0.899508,0.219863,1.898917,13.632297,0.949458,3.408074,2,4,5
5,0.839545,0.1319033,22.167565,3.482809118,0.419772,0.540672,2,41,332.103905,306.438342,0.499737,0.159895,0.839545,24.386292,0.419772,2.032191,2,12,5
5,1.319264,0.207273315,14.811591,2.327091144,0.439755,0.705314,3,21,357.129821,340.15938,0.719611,0.159925,1.359232,15.731122,1.359232,3.93278,1,4,1
5,0.099948,0.015703114,9.554629,1.501154908,0.099948,0.597164,1,16,366.324648,361.847178,0.099948,0.559673,0.099948,9.814463,0.099948,1.962893,1,5,1
5,0.259845,0.040824986,11.153694,1.752388554,0.259845,0.929474,1,12,390.431086,375.819316,0.259845,0.579668,0.259845,11.853325,0.259845,5.926662,1,2,2
5,0.859525,0.135042415,21.58789,3.391734732,0.286508,1.027995,3,21,404.743017,402.144483,0.119943,0.199895,0.859525,22.807177,0.286508,3.258168,3,7,5
5,1.679013,0.263794503,11.833297,1.859162912,0.419753,0.739581,4,16,443.181366,430.948251,0.499705,0.259861,1.858923,12.412977,0.619641,2.06883,3,6,5
6,7.795673,0.881541573,19.02937,2.15185793,0.599667,0.90616,13,21,17.580242,19.199334,1.379214,0.279842,7.85564,19.349216,0.785564,1.934922,10,10,4
6,6.056625,0.684888493,26.445404,2.990469591,1.009438,2.034262,6,13,61.735684,63.934459,0.139914,0.259842,6.116587,26.625176,1.529147,5.325035,4,5,4
6,7.076104,0.800172077,28.424213,3.214235056,0.786234,2.186478,9,13,105.411357,111.388032,0.139928,1.159366,7.215977,28.584061,2.405326,4.76401,3,6,5
6,6.9961,0.791125154,44.475161,5.029290402,0.538162,1.533626,13,29,155.443496,154.923776,0.559684,0.459736,7.176012,44.97489,1.196002,5.621861,6,8,4
6,5.157163,0.583176537,57.168102,6.464619357,0.644645,1.394344,8,41,218.208466,223.165701,0.199895,0.159898,5.237111,58.007573,1.309278,6.445286,4,9,4
6,3.218237,0.363921076,24.786154,2.802840139,0.40228,0.854695,8,29,293.546363,295.06552,0.259873,0.259845,3.238222,25.345814,0.462603,3.620831,7,7,5
6,2.818443,0.318712018,27.044804,3.058250271,0.563689,0.932579,5,29,336.942084,335.263014,1.499161,0.279857,2.838427,27.724439,0.709607,3.960634,4,7,4
6,7.435923,0.840860726,32.062091,3.625609507,0.495728,0.971579,15,33,373.301713,372.562132,0.219877,0.17991,7.875578,32.821578,2.625193,4.688797,3,7,5
6,2.158809,0.244120024,27.72441,3.135100716,0.539702,0.990158,4,28,419.535784,419.275925,0.419755,0.219877,2.178809,28.424058,0.72627,5.684812,3,5,5
6,6.276464,0.709748081,54.8893,6.206930418,0.482805,1.276495,13,43,457.194649,460.452815,0.29981,0.319809,6.43638,55.968514,1.07273,6.996064,6,8,4
6,4.857288,0.549266408,7.155916,0.809197288,0.485729,0.795102,10,9,535.630537,540.088038,0.299841,0.219861,4.997205,7.355841,0.999441,3.67792,5,2,2
6,1.998897,0.226037034,21.50803,2.432146988,0.999448,1.194891,2,18,554.320003,556.278916,1.319266,0.99951,1.998897,21.967599,0.999448,7.322533,2,3,4
6,4.137691,0.467893745,22.627348,2.558720453,0.827538,1.077493,5,21,586.701761,589.859979,0.199895,0.179912,4.197641,23.027067,2.09882,3.289581,2,7,4
6,1.259301,0.142402867,19.309104,2.183490498,0.25186,1.379222,5,14,620.902489,622.341654,0.119917,0.25986,1.359231,19.608928,1.359231,9.804464,1,2,4
6,4.137682,0.467892727,29.263594,3.309153,0.318283,1.219316,13,24,646.607961,649.946086,0.219876,0.57967,4.337589,30.043042,0.867518,7.51076,5,4,3
6,3.118233,0.352612536,8.735094,0.987772128,0.445462,0.727924,7,12,689.743595,691.282722,0.139928,0.219877,3.198184,8.954953,0.799546,2.238738,4,4,2
6,1.039443,0.117541131,10.514084,1.188941885,0.346481,0.808776,3,13,707.513536,707.71343,0.15993,0.179912,1.039443,10.753924,0.346481,3.584641,3,3,4
6,1.439175,0.162743177,11.173702,1.26353207,0.287835,0.798122,5,14,724.28407,720.22636,0.379788,0.839526,1.479156,11.493467,0.369789,2.298693,4,5,4
6,2.718512,0.307411733,11.693381,1.322297829,0.453085,1.169338,6,10,742.113963,743.833,0.259875,0.239862,2.77846,11.833311,0.926153,3.944437,3,3,4
6,2.038818,0.230551336,12.313009,1.392365909,0.407764,1.119364,5,11,762.042699,762.26256,0.159895,0.25986,2.098796,12.532895,1.049398,3.133224,2,4,4
6,3.378092,0.38199762,8.99495,1.017156873,0.482585,0.749579,7,12,10.703964,11.023759,0.159897,0.33981,3.458041,9.234764,0.86451,3.078255,4,3,2
6,2.518598,0.284805281,8.355285,0.944822991,0.419766,0.642714,6,13,29.053561,28.913649,0.579731,0.099917,2.598515,8.655037,0.866172,2.163759,3,4,2
6,4.157688,0.470155023,8.015495,0.906399239,0.461965,2.003874,9,4,44.224956,49.202143,0.239876,1.15934,4.27762,8.075427,0.855524,8.075427,5,1,4
6,1.539144,0.17404776,8.555143,0.96742311,0.384786,1.425857,4,6,61.035438,60.875512,0.139916,0.139929,1.599095,8.595125,0.799548,2.148781,2,4,4
